충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
언양휴게소(서울방향),하이숍 좌측 옥외주자창,울산광역시,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,울산광역시 울주군 언양읍 경부고속도로 44,울산광역시 울주군 언양읍 반곡리 966-10,환경부(한국자동차환경협회),1661-9408,35.598193,129.141803,2018-02-13
한전 서울산지사,주차장,울산광역시,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,울산광역시 울주군 삼남면 향교로 112,울산광역시 울주군 삼남면 교동리 1607-2,한국전력,1899-2100,35.557876,129.112841,2018-02-13
LG 베스트샵 범서점,주차장,울산광역시,연중무휴,0:00,24:00:00,Y,N,,1,,N,울산광역시 울주군 범서읍 울밀로 2860,울산광역시 울주군 범서읍 굴화리 35,포스코ICT,1600-4047,35.556809,129.260573,2018-02-13
범서읍사무소,주차장,울산광역시,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,,2,N,울산광역시 울주군 범서읍 송현길 7,울산광역시 울주군 범서읍 천상리 442-2,한국전력,1899-2100,35.56907,129.230196,2018-02-13
구파발역환승주차장,지하주차장1층 20구역,서울특별시,연중무휴,0:00,23:59,N,Y,AC3상+DC차데모,0,1,Y,서울특별시 은평구 진관2로 15-40,서울특별시 은평구 진관동 66-26,환경부(한국자동차환경협회),1661-9408,37.638763,126.918944,2017-11-20
이마트은평점,지하주차장4층 A구역,서울특별시,"매월 둘째, 넷째주 일요일",10:00,23:59,N,Y,AC3상+DC차데모,0,1,Y,서울특별시 은평구 은평로 111,서울특별시 은평구 응암동 90-1,환경부(한국자동차환경협회),1661-9408,37.600306,126.920113,2017-11-20
구파발역주차장,주차장 내부,서울특별시,연중무휴,0:00,0:00,Y,Y,AC3상+DC차데모,2,1,Y,서울특별시 은평구 진관2로 15-40,서울특별시 은평구 진관동 70-1,서울특별시시설관리공단,02-2290-6449,37.638085,126.919142,2017-11-20
전기자동차 공공급속충전소 양산종합운동장,경상남도 양산시 양산대로 849(북부동) 종합운동장,경상남도,연중무휴,0:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 양산대로 849(북부동),경상남도 양산시 북부동 533,한국환경공단,032-590-3682,35.344514,129.033779,2018-02-14
전기자동차 공공급속충전소 내원휴게소,경상남도 양산시 하북면 양산대로 1962 내원휴게소 주차장,경상남도,연중무휴,0:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 하북면 양산대로 1962,경상남도 양산시 하북면 용연리 904-6,한국환경공단,032-590-3682,35.438473,129.071914,2018-02-14
전기자동차 공공완속충전소 웅상출장소,경상남도 양산시 진등길 40(웅상출장소 정문 입구 왼쪽편),경상남도,연중무휴,0:00,23:59,Y,N,전차종 충전가능,1,0,N,경상남도 양산시 진등길 40,경상남도 양산시 주진동 72-2,한국환경공단,032-590-3682,35.395401,129.154718,2018-02-14
정읍시청,시청 후문 주차장,전라북도,연중무휴,0:00,24:00:00,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 충정로 234,전라북도 정읍시 수성동 440-1,한국환경공단,032-590-3683,35.5700179,126.8563768,2018-02-09
칠보면사무소,칠보면 주차장,전라북도,연중무휴,0:00,24:00:00,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 칠보중앙로 68,전라북도 정읍시 칠보면 시산리 587-3,한국환경공단,032-590-3683,35.6027166,126.9933443,2018-02-09
"정읍휴게소(상,하)",정읍휴게소 주차장,전라북도,연중무휴,0:00,24:00:00,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,N,전라북도 정읍시 북면 정신로 135-61,"전라북도 정읍시 북면 남산리 산19-1, 산20-17",한국환경공단,032-590-3683,35.6015047,126.8618299,2018-02-09
한국전력공사(정읍지점),한국전력공사 주차장,전라북도,연중무휴,0:00,24:00:00,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 서부로 5,전라북도 정읍시 연지동 252-26,한국전력공사,061-345-3114,35.5691536,126.8436246,2018-02-09
홈플러스 안산점,지상주차장 1층 35구역,경기도,"매월 10일, 4주일요일",10:00,24:00:00,N,Y,AC3상+DC차데모,0,1,N,"경기도 안산시 상록구 충장로 432, 홈플러스 안산점(성포동)",경기도 안산시 상록구 성포동 586 홈플러스 안산점,한국환경공단,032-590-4000,37.316674,126.854249,2017-04-17
안산문화예술의전당,외부 주차장,경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817 안산문화예술의전당,한국환경공단,032-590-4000,37.319672,126.822556,2017-04-17
만평네거리 북편 주차장(택시쉼터),외부 주차장,대구광역시,-,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 팔달로 105,대구광역시 북구 노원동3가 252-3,환경부,1661-9408,35.895025,128.572039,2018-02-13
3호선 칠곡차량기지,외부 주차장,대구광역시,-,0:00,0:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,대구광역시 북구 호국로 872,대구광역시 북구 동호동 111,한국전력공사,1899-2100,35.96589,128.562391,2018-02-13
한국전력공사 대구경북본부,1층 주차장,대구광역시,-,9:00,18:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 원대로 110,대구광역시 북구 침산동 447-2,한국전력공사,1899-2100,35.887126,128.58379,2018-02-13
전자관,북문 주차장,대구광역시,-,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,4,N,대구광역시 북구 유통단지로 45,대구광역시 북구 산격동 1621,한국전력공사,1899-2100,35.907384,128.60705,2018-02-13
현대차(대구서비스센터),-,대구광역시,-,8:30,17:30,Y,Y,DC차데모+DC콤보,2,1,Y,대구광역시 북구 노원로 6,대구광역시 북구 노원동3가 735,현대,053-350-4810,35.889908,128.564028,2018-02-13
기아차(대구서비스센터),-,대구광역시,"토, 일 휴일 이용불가",8:30,17:30,Y,Y,DC차데모,1,1,Y,대구광역시 북구 팔달로 53,대구광역시 북구 노원동3가 558,기아,053-351-8585,35.891087,128.555718,2018-02-13
쉐보레(대구칠곡대리점),-,대구광역시,-,9:00,20:00,Y,N,-,1,0,Y,대구광역시 북구 칠곡중앙대로 244,대구광역시 북구 태전동 470-2,쉐보레,053-311-9991,35.917789,128.548517,2018-02-13
LG베스트샵(칠곡태전점),-,대구광역시,-,0:00,0:00,Y,N,-,1,0,N,대구광역시 북구 칠곡중앙대로 206,대구광역시 북구 태전동 803-1,포스코ICT,1600-4047,35.914577,128.549041,2018-02-13
이마트중동점,경기도 부천시 석천로 188,경기도,매주 2주 일요일+4주 일요일,10:00,0:00,N,Y,DC차데모+AC3상,0,1,N,경기도 부천시 석천로 188,경기도 부천시 중동 1157,한국자동차환경협회,1661-9408,37.504061,126.763902,2017-03-08
순천향대부천병원,경기도 부천시 조마루로 170,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 부천시 조마루로 170,경기도 부천시 중동,포스코ICT,1600-4047,37.498601,126.763006,2017-03-08
한국전력부천지사,경기도 부천시 부천로 264번길 4,경기도,연중무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 부천시 부천로  264번길 4,경기도 부천시 도당동,한국전력,1899-2100,37.507194,126.786351,2017-03-08
과천시청,"경기도 과천시 관문로 69, 과천시청",경기도,연중무휴,0:00,0:00,Y,N,벽부형,1,,Y,"경기도 과천시 관문로 69, 과천시청",경기도 과천시 중앙동 1-3,㈜중앙제어,031-960-6800,37.428564,126.988231,2017-11-30
은평구민체육센터,주차장 내부,서울특별시,연중무휴,0:00,0:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 은평구 진관1로 40,서울특별시 은평구 진관동 362,환경부(한국자동차환경협회),1661-9408,37.630675,126.923306,2017-11-20
현대자동차수색대리점,주차장 내부,서울특별시,연중무휴,0:00,0:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,서울특별시 은평구 수색로 342-1,서울특별시 은평구 수색동 315-2,환경부(한국자동차환경협회),1661-9408,37.586603,126.888038,2017-11-20
한국전력서대문은평지사,주차장 내부,서울특별시,"토, 일, 공휴일",6:00,23:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,서울특별시 은평구 통일로 659,서울특별시 은평구 녹번동 28-62,한국전력,02-350-2264,37.605369,126.933683,2017-11-20
서울특별시은평병원,주차장 내부,서울특별시,연중무휴,0:00,0:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 은평구 백련산로 90,서울특별시 은평구 응암동 32-3,한국전력,02-300-8016,37.598365,126.93735,2017-11-20
은평평화공원공영주차장,주차장 내부,서울특별시,연중무휴,0:00,0:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 은평구 서오릉로 47,서울특별시 은평구 녹번동 153-1,한국전력,02-350-5183,37.605678,126.923044,2017-11-20
응암3동공영주차장,주차장 내부,서울특별시,연중무휴,0:00,0:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 은평구 불광천길 436,서울특별시 은평구 응암동 580-4,한국전력,02-350-2245,37.593425,126.91535,2017-11-20
논산시청,외부주차장,충청남도,연중무휴,0:00,24:00:00,N,Y,,,1,N,충청남도 논산시 시민로210번길 9(내동),충청남도 논산시 내동 825,한국자동차환경협회,02-3473-1221,36.1859274,127.0991873,2018-02-13
논산시청,외부주차장,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 논산시 시민로 389,충청남도 논산시 부창동 37-15,한국자동차환경협회,02-3473-1221,36.1992717,127.2869809,2018-02-13
논산시청,외부주차장,충청남도,연중무휴,0:00,24:00:00,Y,N,,1,,N,충청남도 논산시 시민로 389,충청남도 논산시 부창동 37-15,한국자동차환경협회,02-3473-1221,36.1992717,127.2869809,2018-02-13
이마트도농점,지하주차장 2층 L8구역,경기도,"매월2,4주 수요일",10:00,24:00:00,N,Y,DC차데모+AC3상,0,1,N,경기도 남양주시 도농로 24,경기도 남양주시 도농동 1-29 부영애시앙,한국자동차환경협회,070-4027-1379,37.6086318,127.1586777,2017-04-01
갈현동 주민센터,경기도 과천시 중앙로 28,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 중앙로 28,경기도 과천시 갈현동679,환경부,1661-0970,37.419604,126.989121,2017-11-30
평창군청,군청 서고 앞,강원도,"법정공휴일, 토요일, 일요일",0:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,강원도 평창군 평창읍 군청길 77,강원도 평창군 평창읍 하리 210-2,한국자동차환경협회,033-1661-9408,37.370834,128.389577,2017-12-27
평창알펜시아리조트,컨벤션센터 주차장,강원도,"법정공휴일, 토요일, 일요일",0:00,23:00,N,Y,DC차데모+AC3상,,1,N,강원도 평창군 대관령면 솔봉로 325,강원도 평창군 대관령면 용산리 223-9,한국자동차환경협회,033-1661-9408,37.656561,128.6757,2017-12-27
군포시청,직원주차장,경기도,"매주 토,일요일, 공휴일",9:00,18:00,Y,N,DC차데모,3,,N,"경기도 군포시 청백리길 6, 군포시청","경기도 군포시 금정동 844, 군포시청",군포시청,031-390-0174,37.3614947,126.934957,2017-01-01
롯데마트 마석점,지상주차장 3층 20구역,경기도,"매월2,4주 수요일",0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 남양주시 화도읍 경춘로 1992,경기도 남양주시 화도읍 마석우리 255-24,한국자동차환경협회,070-4027-1379,37.6503476,127.3093964,2017-04-01
별내동 주민센터,별내동주민센터차장,경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 남양주시 별내3로 64-21,경기도 남양주시 별내동 1028,한국자동차환경협회,070-4027-1379,37.6460267,127.1220491,2017-04-01
양평군민회관,양평군 양평읍 마유산로 1,경기도,연중무휴,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 양평읍 마유산로 1,경기도 양평군 양평읍 마유산로 양근리 510-1,환경부(자동차환경협회),1661-9408,37.4967487,127.484671,2017-10-24
청운면사무소,양평군 청운면 용두로164번길 9-5,경기도,연중무휴,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 청운면 용두로164번길 9-5,경기도 양평군 청운면 용두리 619,환경부(자동차환경협회),1661-9408,37.5560205,127.7107605,2017-10-24
부천대성모터스㈜,경기도 부천시 신흥로 413번길 18,경기도,법정 공휴일,8:30,18:00,N,Y,DC차데모,0,1,N,경기도 부천시 신흥로 413번길 18,경기도 부천시 삼정동 198,기아자동차,080-200-2000,37.520658,126.774384,2017-03-08
부천블루핸즈오토맥스,경기도 부천시 부천로 190,경기도,법정 공휴일,9:00,18:00,Y,N,AC완속,1,0,N,경기도 부천시 부천로 190,경기도 분천시 춘의동 202-1,현대자동차,080-600-6000,37.501013,126.786974,2017-03-08
덕정노외공영주차장,회천1동주민센터 뒷편,경기도,없음,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 덕정길 67,경기도 양주시 덕정동 138-54,한국전력,031-849-1344,37.844171,127.066141,2017-11-10
가납공영주차장,주차장 입구 쪽,경기도,없음,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 광적면 삼일로 20,경기도 양주시 광적면 가납리709-38,한국전력,031-849-1344,37.820761,126.987351,2017-11-10
과천동 뒷골 공영주차장,경기도 과천시 뒷골로 12-9,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 뒷골로12-9,경기도 과천시 과천동 368,(주)한국전기차충전서비스,1522-1782,37.453738,127.000881,2017-11-30
국민체육센터(하중제3) 주차장,시흥시 하중동 866-1,경기도,무,0:00,0:00,N,Y,,,1,Y,,경기도 시흥시 하중동 866-1,한국전기차충전서비스,02-562-5578,37.3917987,126.8060759,2017-11-09
장곡중앙(장곡제2) 주차장,시흥시 장곡동 819-1,경기도,무,0:00,0:00,N,Y,,,1,Y,,경기도 시흥시 장곡동 819-1,한국전기차충전서비스,02-562-5578,37.3778587,126.7847734,2017-11-09
정왕제2공영주차장,시흥시 정왕동 1456,경기도,무,0:00,0:00,Y,N,,,1,Y,,경기도 시흥시 정왕동 1456,한국전기차충전서비스,02-562-5578,37.3411447,126.7496932,2017-11-09
정왕역환승공영주차장,시흥시 정왕동  876-366,경기도,무,0:00,0:00,N,Y,,,1,Y,,경기도 시흥시 정왕동  876-366,한국전기차충전서비스,02-562-5578,37.350641,126.7453387,2017-11-09
정왕제6공영주차장,시흥시 정왕동 1756,경기도,무,0:00,0:00,Y,N,,,1,Y,경기도 시흥시 군자천로 332(정왕동),경기도 시흥시 정왕동 1756,한국전기차충전서비스,02-562-5578,37.345581,126.7344203,2017-11-09
거모중앙(거모제1) 주차장,시흥시 거모동 1725-1,경기도,무,0:00,0:00,Y,N,,,1,Y,,경기도 시흥시 거모동 1725-1,시그넷이브이,070-4618-0128,37.3475568,126.7842968,2017-11-09
복지로2(대야제3) 주차장,시흥시 대야동 528-3,경기도,무,0:00,0:00,N,Y,,,1,Y,,경기도 시흥시 대야동 528-3,한국전력공사,031-310-3244,37.4425495,126.7889363,2017-11-09
신천천하단,시흥시 신천동 803,경기도,무,0:00,0:00,Y,N,,,1,Y,경기도 시흥시 신천천동로 2(신천동),경기도 시흥시 신천동 803,지엔텔,02-890-1525,37.4389655,126.7850821,2017-11-09
삼미노상,시흥시 신천동 739-5 삼미시장,경기도,무,0:00,0:00,Y,N,,,1,Y,경기도 시흥시 삼미시장3길 16(신천동),경기도 시흥시 신천동 739-5 삼미시장,지엔텔,02-890-1525,37.4399089,126.7836556,2017-11-09
성남시 이마트(성남점),경기도 성남시 수정구 수정로 201,경기도,"둘째,넷째일요일",10:00,22:00,Y,N,AC완속,1,,Y,경기도 성남시 수정구 수정로 201,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴,환경부,032-590-3682,37.444346,127.141375,2017-04-01
성남시 이마트(성남점),경기도 성남시 수정구 수정로 201,경기도,"둘째,넷째일요일",10:00,22:00,Y,N,AC완속,1,,Y,경기도 성남시 수정구 수정로 201,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴,환경부,032-590-3682,37.444346,127.141375,2017-04-01
성남시 현대백화점(판교점),경기도 성남시 분당구 판교역로 146번길 20,경기도,매월세째주월요일,0:00,24:00:00,Y,N,AC완속,1,,Y,경기도 성남시 분당구 판교역로 146번길 20,경기도 성남시 분당구 백현동 541번지,환경부,032-590-3682,37.392681,127.111953,2017-04-01
